Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS2226280084,0.125% SNR EMTN 26/09/2040 EUR1000,239957,KommuneKredit,Financials,Denmark,3/9/2020,17-01-22,17-01-22,500,EUR,1.18,26-09-40,0.13,Green,0,0,100,0,0,0,0,Others Green,100,0,0,0,0,7,31,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-372,-219952,,NA,NA,64,,83,100,100,33,100,https://www.kommunekredit.dk/wp-content/uploads/filebase/en/green-bond-impact-reports/KommuneKredit_GBIR_Report_2021_web.pdf; https://www.kommunekredit.dk/wp-content/uploads/2018/05/KommuneKredit-Green-Bond-Framework-27-March-2017.pdf
US500769HP20,GLOBAL GTD BD 2.000 Sep-29-2022,89834,KfW,Financials,Germany,27-09-17,19-01-22,19-01-22,1000,USD,1,29-09-22,2,Green,0,0,93,0,0,0,7,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1205,NA,NA,NA,1205,NA,NA,NA,12829,36588,64144,182939,41,NA,NA,NA,-462,-461769,,-808,-807726,,High,38,85,,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bond-Impact-Report-17-18.pdf
XS1351716896,0.5% EMTN 27/01/2021 SEK10000,89834,KfW,Financials,Germany,27-01-16,19-01-22,19-01-22,1000,SEK,0.11,27-01-21,0.5,Green,0,0,95,0,0,0,5,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,86,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,126,NA,NA,NA,126,NA,NA,NA,1576,3966,7882,19828,44,NA,NA,NA,-424,-48083,,-748,-84781,,High,38,85,,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bond-Impact-Report-2015-16.pdf
XS1622415674,0.75% SNR EMTN 18/05/2027 EUR1000,239957,KommuneKredit,Financials,Denmark,1/6/2017,19-01-22,19-01-22,500,EUR,1.16,18-05-27,0.75,Green,0,0,100,0,0,0,0,Others Green,100,0,0,0,0,7,31,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-380,-219952,,NA,NA,64,,83,100,100,33,100,https://www.kommunekredit.dk/wp-content/uploads/filebase/en/green-bond-impact-reports/KommuneKredit_GBIR_Report_2021_web.pdf; https://www.kommunekredit.dk/wp-content/uploads/2018/05/KommuneKredit-Green-Bond-Framework-27-March-2017.pdf; https://www.kommunekredit.dk/wp-content/uploads/2021/05/Eligible-Loans-as-of-31122020.xlsx
XS1694219780,0.934% SNR EMTN 11/10/2024 EUR100000'10',44616,"Sumitomo Mitsui Financial Group, Inc.",Financials,Japan,11/10/2017,20-01-22,20-01-22,500,EUR,1.16,11/10/2024,0.93,Green,0,23,67,7,3,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,NA,NA,NA,1610,NA,NA,NA,48949,55476,342643,388333,100,NA,NA,NA,-1013,-586289,,-753,-435424,,Low,91,87,,83,100,100,33,100,https://www.smfg.co.jp/english/sustainability/materiality/environment/procurement/pdf/Annual_Report_2021e.pdf
XS1947578321,0.625% SNR NTS 06/02/2029 EUR1000 '1509',234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,6/2/2019,20-01-22,20-01-22,1000,EUR,1.15,6/2/2029,0.63,Social,0,0,100,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,34,0,,50,25,100,33,43,https://nwbbank.com/download_file/815/555
US00828EBS72,GLOBAL MEDIUM TERM SR BK NT FLTG RT  Jun-15-2020,NA,African Development Bank,Financials,Ivory Coast,14-10-16,20-01-22,20-01-22,600,USD,1,15-06-20,0,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,0,0,0,0,0,https://dl.bourse.lu/dl?v=1cBux1ctvogUwH+0Y9R1uA54T781xAlcU0Tw/dk8EIjjxt+X/9lHlA2d1V7qLTPMNOwNnB7EPot+GFQHipnQHOErKLkM9GxlhJY0lUgp2Ot+TVBhqM/deQTVgiojrkxObbPATZ30UAGE1exHtUTVxkCijezwY52qPB/XY/F++Ek0ZHE2lmV2YxsM+mTMu7pN; https://dl.bourse.lu/dl?v=ql7Tnhh4yyMZ+7333CsIJ/u7QfadYRhmnrDuOWYXkuJ9gS8GQDhG04ZZ/UyUF29b+gi6S2RTw2wriar29EJXrerCvMq477hoGFDoiZ2mWWmDRjChTvPBENDG/xgpAM/vdh/akUXWfjhrrBrCcnFMJqHWwSkqxwtdL3xGXjNAKL4=
XS1824248626,0.875% SNR NTS 24/05/2028 EUR1000 '769',NA,African Development Bank,Financials,Ivory Coast,24-05-18,21-01-22,21-01-22,1250,EUR,1.15,24-05-28,0.88,Social,100,0,0,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,3,,57,50,100,33,43,https://www.afdb.org/en/documents/green-and-social-bond-newsletter-issue-ndeg7-september-2021
XS1907155235,1.5% SNR NTS 15/06/2039 EUR100000 '1497',234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,12/11/2018,20-01-22,20-01-22,600,EUR,1.15,15-06-39,1.5,Social,0,0,100,0,0,0,0,Social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,34,0,,50,25,100,33,43,https://nwbbank.com/download_file/815/555
XS2081058096,EUR500 mil 0.625% Green med-term nts ser I19Z151418 due 11/21/2039,239957,KommuneKredit,Financials,Denmark,19-11-19,21-01-22,21-01-22,500,EUR,1.16,21-11-39,0.63,Green,0,0,100,0,0,0,0,Others Green,100,0,0,0,0,7,31,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-380,-219952,,NA,NA,64,,83,100,100,33,100,https://www.kommunekredit.dk/wp-content/uploads/filebase/en/green-bond-impact-reports/KommuneKredit_GBIR_Report_2021_web.pdf; https://www.kommunekredit.dk/wp-content/uploads/2018/05/KommuneKredit-Green-Bond-Framework-27-March-2017.pdf; https://www.kommunekredit.dk/wp-content/uploads/2021/05/Eligible-Loans-as-of-31122020.xlsx
XS2177580508,0.875% SNR NTS 20/08/31 EUR1000'72''REGS,44534,E.ON SE,Utilities,Germany,20-05-20,21-01-22,21-01-22,500,EUR,1.18,20-08-31,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,1,0,0,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-11057,-6501087,,NA,53,2,,94,75,100,100,100,https://www.eon.com/content/dam/eon/eon-com/eon-com-assets/documents/investor-relations/en/bond/EON_2020_Green_Bond_reporting.pdf
DE000CZ40NG4,1.25% SNR NPF MTN 23/10/23 EUR100000'915,44306,Commerzbank AG,Financials,Germany,23-10-18,21-01-22,21-01-22,500,EUR,1.15,23-10-23,1.25,Green,0,0,66,26,0,8,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,56,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,NA,NA,NA,1791,NA,NA,NA,32150,72782,160748,363909,69,NA,NA,NA,-1095,-627999,,-974,-558604,,High,32,85,,77,75,100,33,100,https://www.commerzbank.com/media/aktionaere/fremdkapitalgeber/green_bond/2021_12/Allocation_and_Impact_Reporting_zu_den_Commerzbank_Green_Bonds_per_062021.pdf
FR0013372299,1.125% SNR EMTN 22/10/2028 EUR100000 '1',241368,Société du Grand Paris,Industrials,France,22-10-18,24-01-22,24-01-22,1750,EUR,1.15,22-10-28,1.13,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,81,,93,100,100,100,71,https://media-mediatheque.societedugrandparis.fr/pm_1_126_126207-ann53t0irw-75.pdf; https://media-mediatheque.societedugrandparis.fr/pm_1_135_135226-kc2isq2isj.pdf
FR0013483914,1% SNR EMTN 18/02/2070 EUR100000 'REGS',241368,Société du Grand Paris,Industrials,France,18-02-20,24-01-22,24-01-22,2500,EUR,1.17,18-02-70,1,Green,0,0,100,0,0,0,0,Undisclosed/Not disbursed proceeds,100,0,0,0,0,20,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,32,,90,60,100,100,100,https://media-mediatheque.societedugrandparis.fr/pm_1_148_148566-k9ia34k73s.pdf; https://media-mediatheque.societedugrandparis.fr/pm_1_135_135226-kc2isq2isj.pdf
XS1527753187,0.5% SNR EMTN 01/06/2022 EUR100000'17986,44303,BNP Paribas SA,Financials,France,1/12/2016,24-01-22,24-01-22,500,EUR,1.15,1/6/2022,0.5,Green,0,0,0,0,0,0,100,Renewable Electricity and Heat Production,100,62,0,0,1,3,1,20,0,0,1,0,11,0,0,37,25,0,0,0,0,0,0,20,0,0,0,2,1,0,0,4188,65435,NA,NA,4188,65435,NA,NA,52354,115891,314122,695344,74,8,NA,NA,-4089,-2349323,,-2485,-1427836,,Moderate,88,81,,94,75,100,100,100,https://invest.bnpparibas/document/2020-green-bond-reporting-methodology-notes
XS1957442541,1.25% SNR EMTN 28/08/2025 EUR100000 '25',43397,Snam S.p.A.,Utilities,Italy,28-02-19,24-01-22,24-01-22,500,EUR,1.15,28-08-25,1.25,Green,0,0,82,0,0,0,18,Others Green,100,30,0,0,0,0,0,3,0,0,0,0,49,18,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,41,54,,91,91,100,100,71,https://www.snam.it/export/sites/snam-rp/it/investor-relations/debito_credit_rating/file/Snam_Climate_Action_and_Transition_bonds_Report_2021.pdf
XS2047500769,0% SNR NTS 28/08/2024 EUR1000 '60''REGS',44534,E.ON SE,Utilities,Germany,28-08-19,21-01-22,21-01-22,750,EUR,1.15,28-08-24,0,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,1,0,0,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-11273,-9751630,,NA,53,2,,94,75,100,100,100,https://www.eon.com/content/dam/eon/eon-com/eon-com-assets/documents/investor-relations/en/bond/EON_2020_Green_Bond_reporting.pdf
XS2127834476,0% CP 30/04/2020 USD500000,240019,Landwirtschaftliche Rentenbank,Financials,Germany,28-02-20,24-01-22,24-01-22,200,USD,1,30-04-20,0,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,0,,0,0,0,0,0,https://www.rentenbank.de/en/investor-relations/funding/green-bonds/green-bonds-from-2020/
XS2209794408,0% SNR NTS 15/09/2028 EUR1000,89834,KfW,Financials,Germany,28-07-20,18-01-22,18-01-22,3000,EUR,1.18,15-09-28,0,Green,0,0,100,0,0,0,0,Buildings,100,21,0,0,0,0,0,79,0,0,0,0,0,0,0,14,7,0,0,0,0,0,78,0,0,0,0,0,0,0,0,762,1450952,NA,NA,762,1450952,NA,NA,35597,113452,284780,907618,73,4,NA,NA,-74,-263700,,-151,-534000,,Moderate,38,77,,77,75,100,33,100,https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/KfW-Green-Bonds-Allocation-Report-2020.pdf; https://www.kfw.de/PDF/Investor-Relations/PFD-Dokumente-Green-Bonds/Green-Bond-Framework-V2019.pdf
XS2233120554,0% GTD SNR EMTN 22/09/2027 EUR1000'1196',240019,Landwirtschaftliche Rentenbank,Financials,Germany,22-09-20,24-01-22,24-01-22,1750,EUR,1.18,22-09-27,0,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,73,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373,NA,NA,NA,2373,NA,NA,NA,51203,76331,358418,534318,70,NA,NA,NA,-581,-1201703,,-789,-1632276,,High,NA,84,,83,100,100,33,100,https://www.rentenbank.de/en/documents/Rentenbank-Green-Bond-Investor-Report-December-2020.pdf; https://www.rentenbank.de/en/documents/Impact-Analysis-by-ZSW-March-2021.pdf
FR0013409612,1.125% SNR EMTN 25/05/34 EUR100000'REGS',241368,Société du Grand Paris,Industrials,France,20-03-19,24-01-22,24-01-22,2000,EUR,1.15,25-05-34,1.13,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,81,,93,100,100,100,71,https://media-mediatheque.societedugrandparis.fr/pm_1_135_135226-kc2isq2isj.pdf; https://media-mediatheque.societedugrandparis.fr/pm_1_148_148566-k9ia34k73s.pdf
FR0013422383,1.7% SNR EMTN 25/05/50 EUR100000'8''REGS,241368,Société du Grand Paris,Industrials,France,3/6/2019,24-01-22,24-01-22,1000,EUR,1.15,25-05-50,1.7,Green,0,0,100,0,0,0,0,Transport,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,81,,93,100,100,100,71,https://media-mediatheque.societedugrandparis.fr/pm_1_135_135226-kc2isq2isj.pdf; https://media-mediatheque.societedugrandparis.fr/pm_1_148_148566-k9ia34k73s.pdf
XS2200105463,0% CP 05/10/2020 USD100000,234775,EUROFIMA European Company for the Financing of Railroad Rolling Stock,Financials,Switzerland,3/7/2020,28-10-21,29-10-21,31,USD,1,5/10/2020,0,No sufficient information,0,0,0,0,0,0,100,No sufficient information,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,70,NA,,0,0,0,0,0,https://www.finanzen.net/anleihen/a3ggu1-eurofima-europaeische-gesellschaft-fuer-die-finanzierung-von-eisen-anleihe
SE0008406243,1.375% SNR BDS 03/06/2021 SEK100000'129',234718,Hemsö Fastighets AB (publ),Real Estate,Sweden,3/6/2016,26-11-21,26-11-21,300,SEK,0.11,3/6/2021,1.38,Sustainable,0,0,100,0,0,0,0,Buildings,99,0,0,0,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,NA,14464,NA,NA,NA,14464,NA,NA,104,1065,519,5324,NA,6,NA,NA,-7,-251,,NA,NA,,Moderate,NA,81,,86,100,100,100,43,https://www.hemso.se/contentassets/9e5c9e4f6cf54844bdba5dfdfd4edfc4/annual-report-and-sustainability-report-2020.pdf
US49446RAW97,GOBAL NT 2.700 Oct-1-2030,43907,Kimco Realty Corporation,Real Estate,United States,7/7/2020,23-11-21,23-11-21,500,USD,1,1/10/1930,2.7,Green,0,0,0,13,0,0,87,Undisclosed/Not disbursed proceeds,100,0,0,0,0,0,0,13,0,0,0,0,0,87,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,NA,41806,NA,NA,NA,41806,NA,NA,342,2212,3424,22115,NA,3,NA,NA,-1,-395,,NA,NA,,High,19,41,,65,56,33,100,71,https://kimcorealty.widen.net/s/8gxqjjz5cp/kimco-green-bond
XS1943607975,0.375% SNR NTS 01/02/2024 SEK10000,238471,Nordic Investment Bank,Financials,Finland,1/2/2019,22-11-21,22-11-21,2000,SEK,0.11,1/2/2024,0.38,Green,0,0,100,0,0,0,0,Water,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,86,89,,63,75,100,33,43,https://www.nib.int/files/3358fa193b5f89750485793ea7870b553d46330f/10021-nib-environmental-bond-report-2019.pdf; https://www.nib.int/files/d6a3b7bf6623f97c0c32c96a55898b818dadddbb/10810-neb-impact-table-blue-bond-finance-projects-2019-2020.pdf
US26884ABK88,GLOBAL NT 4.150 Dec-1-2028,43840,ERP Operating Limited Partnership,Real Estate,United States,28-11-18,19-11-21,22-11-21,400,USD,1,1/12/2028,4.15,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,208353,NA,NA,NA,208353,NA,NA,2540,10137,25402,101365,NA,3,NA,NA,-2,-839,,NA,NA,,Moderate,28,77,,69,100,33,100,43,https://s1.q4cdn.com/843629197/files/doc_downloads/Green_Bond_Use_of_Proceeds_Statement.pdf; https://www.businesswire.com/news/home/20181205005839/en/Equity-Residential-Issues-400-Million-in-Green-Bonds
US63983TAY10,MTN RULE 144A 1.625 Mar-4-2020,234784,Nederlandse Waterschapsbank N.V.,Financials,Netherlands,25-02-15,25-11-21,26-11-21,1000,USD,1,4/3/2020,1.63,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,,0,0,0,0,0,https://nwbbank.com/download_file/660/540
US693475AY16,GLOBAL SR NT 2.200 Nov-1-2024,43979,"The PNC Financial Services Group, Inc.",Financials,United States,29-10-19,8/10/2021,11/10/2021,650,USD,1,1/11/2024,2.2,Green,0,0,0,18,0,0,82,Renewable Electricity and Heat Production,100,82,0,0,0,0,0,16,0,0,0,0,2,0,0,0,82,0,0,0,0,0,0,7,2,0,0,0,0,0,0,800,54546,NA,NA,800,54546,NA,NA,95296,66556,476482,332782,192,5,NA,NA,-462,-300588,,NA,NA,,Moderate,33,85,,93,100,100,100,71,https://www.pnc.com/content/dam/pnc-com/pdf/aboutpnc/CSR/PNC%20Green%20Bond%20Report.pdf
XS1324923520,0.75% SNR EMTN 25/11/2020 EUR100000,44551,Société Générale Société anonyme,Financials,France,25-11-15,27-12-21,4/1/2022,500,EUR,1.14,25-11-20,0.75,Green,0,4,19,49,28,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,767,NA,NA,NA,767,NA,NA,NA,15471,27761,77356,138805,82,NA,NA,NA,-527,-300909,,-770,-440000,,Moderate,94,85,,100,100,100,100,100,https://www.societegenerale.com/sites/default/files/documents/Investisseurs/sg_2015_2016_2018_positive_impact_bonds_reporting_as_of_31st_december_2018.pdf; https://www.societegenerale.com/sites/default/files/documents/positive-impact-bond/SG_Positive_Impact_Bond-Investor_Presentation.pdf
XS1711933033,0.25% SNR MTN 07/11/22 EUR1000'GMTN 320',49956,Swedbank AB (publ),Financials,Sweden,7/11/2017,10/2/2022,10/2/2022,500,EUR,1.16,7/11/2022,0.25,Green,0,0,100,0,0,0,0,Buildings,100,15,0,0,0,1,0,74,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-288,-166313,,NA,96,51,,94,75,100,100,100,https://internetbank.swedbank.se/ConditionsEarchive/download?bankid=1111&id=WEBDOC-PRODE78560381; https://online.swedbank.se/ConditionsEarchive/download?bankid=1111&id=WEBDOC-PPE1341330
DE000NRW0K03,0.95% SNR BDS 13/03/2028 EUR1000 'REGS',NA,North Rhine-Westphalia (State of),Industrials,Germany,13-03-18,24-01-22,24-01-22,2025,EUR,1.15,13-03-28,0.95,Sustainable,0,0,100,0,0,0,0,Buildings,43,0,0,0,0,7,1,21,3,0,0,8,2,0,57,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-7,-16632,,NA,NA,21,,76,72,100,33,100,https://www.nachhaltigkeit.nrw.de/fileadmin/download/180219_Investor_Presentation_Sustainability_Bond_NRW__4.pdf; https://www.nachhaltigkeit.nrw.de/fileadmin/download/180308_Sustainability_Bond__4_Eligible_Assets.pdf; https://www.nachhaltigkeit.nrw.de/fileadmin/download/NHA-NRW_IV_Report_1-March-2019_FINAL.pdf
SE0009345630,1.25% MTN 22/02/2022 SEK1000000 '134',234701,Rikshem AB (publ),Real Estate,Sweden,22-11-16,25-01-22,25-01-22,150,SEK,0.11,22-02-22,1.25,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8083,NA,NA,NA,8083,NA,NA,59,452,355,2715,NA,4,NA,NA,-5,-92,,NA,NA,,Moderate,23,75,,87,75,100,100,71,https://www.rikshem.se/media/3445/green-bonds-investor-report-2020.pdf; https://www.rikshem.se/media/3446/revisors-rapport-over-investerarrapport-2020.pdf; https://www.rikshem.se/media/1730/green-bond-framework.pdf
US45905U6L39,MEDIUM TERM BK NT 3.125 Nov-20-2025,234773,International Bank for Reconstruction and Development,Financials,United States,13-11-18,25-01-22,25-01-22,600,USD,1,20-11-25,3.13,Green,7,53,14,8,0,18,0,Transport,100,19,0,0,3,30,5,0,12,3,1,0,27,0,0,3,7,3,3,0,0,3,0,0,3,0,6,10,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-513,-307997,,NA,NA,49,,83,100,100,33,100,https://issuu.com/jlim5/docs/world-bank-ibrd-impact-report-2020?mode=window
US45905URL07,MEDIUM TERM BK NT 2.130 Mar-3-2025,234773,International Bank for Reconstruction and Development,Financials,United States,19-02-15,25-01-22,25-01-22,600,USD,1,3/3/2025,2.13,Green,7,53,14,8,0,18,0,Transport,100,19,0,0,3,30,5,0,12,3,1,0,27,0,0,3,7,3,3,0,0,3,0,0,3,0,6,10,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-513,-307997,,NA,NA,49,,83,100,100,33,100,https://issuu.com/jlim5/docs/world-bank-ibrd-impact-report-2020?mode=window
XS2112475921,EUR$ GLOBAL GTD NT 1.000 Feb-6-2035,44251,Prologis Euro Finance LLC,Financials,United States,28-01-20,25-01-22,25-01-22,650,EUR,1.16,6/2/1935,1,Not Green,0,0,0,0,0,0,100,Proceeds that are Not Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,89,NA,,0,0,0,0,0,https://sec.report/Document/0001104659-20-007715/0001104659-20-007715.txt
